id,title,abstract,final_decision
787,On Optimizing Hyperparameters for Quantum Neural Networks,"The increasing capabilities of Machine Learning (ML) models go hand in hand with an immense amount of data and computational power required for training. Therefore, training is usually outsourced into HPC facilities, where we have started to experience limits in scaling conventional hardware, as theorized by Moore's law. Despite heavy parallelization and optimization efforts, current state-of-the-art ML models require weeks for training, which is associated with an enormous $CO_2$ footprint. Quantum Computing, and specifically Quantum Machine Learning (QML), can offer significant theoretical speed-ups and enhanced expressive power. However, training QML models requires tuning various hyperparameters, which is a nontrivial task, and suboptimal choices can highly affect the trainability and performance of the models. In this study, we identify main hyperparameters and collect data about the performance of QML models on real-world data. Notably, we build on existing work by also benchmarking different proposed parameter initialization strategies, which should help avoid trainability issues, such as Barren Plateaus. We compare different configurations and provide researchers with performance data and concrete suggestions for hyperparameter selection.",
795,"A Comprehensive Monitoring, Visualization, and Management System for Green Data Centers","Maintaining service reliability, achieving sustainability, and ensuring energy efficiency are crucial for green high-performance computing systems. Balancing these factors is a key challenge for modern green data centers. In this research, we propose a monitoring, visualization, and management system for green data centers (MVMS-GDC). Our comprehensive automated platform includes ``monitoring system'' and ``rules and policy management'' modules. The ``monitoring system'' gathers and visualizes time series data from all resources of a green data center, tracking essential metrics and measurements. It audits green energy, microgrid, climate conditions, workloads, hardware, CPU and memory usage, cluster component health, computing node activities, and network health and quality metrics. The ``rules and policy management'' module defines and enforces policies to balance resources, ensuring a reliable, sustainable, scalable, and efficient computing environment. We implemented, tested, and evaluated the MVMS-GDC system using green energy at the Zephyr data center located at the GLEAMM site. Our results demonstrate at least a 4.9\% improvement in performance, at least a 4\% increase in energy efficiency, and a reduction of at least 4\% in job losses. The MVMS-GDC system also enhances scalability by employing a policy machine for each compute node, which automates power state control (on, off, or hibernation) based on monitoring observations. This automated approach ensures efficient and dynamic scaling, making MVMS-GDC suitable for large and highly distributed data centers. Overall, MVMS-GDC provides a robust solution for balancing energy availability and computational needs, optimizing performance, and maintaining energy efficiency in green data centers.",
820,Integrating Energy-Efficient Computing With Computational Research to Accelerate Energy Technology,"The National Renewable Energy Laboratory's (NREL's) computational sciences center hosts the largest high-performance computing (HPC) capabilities dedicated to energy research while functioning as a living laboratory for energy-efficient computing. NREL's HPC capabilities support the research needs of the U.S. Department of Energy's Office of Energy Efficiency and Renewable Energy (EERE). In 10 years of operation, HPC use in EERE-sponsored research has grown by a factor of 30, including work in electricity generation, energy efficiency, transportation, and energy system modeling. This article analyzes this research portfolio, providing examples of individual use cases. The article documents NREL's history of operating one of the world's most energy-efficient data centers while examining pathways to reduce economic and environmental impact beyond reduction of power usage efficiency (PUE). This article concludes by examining the unique opportunities created for accelerating improvements in data center efficiency created by combining an HPC system dedicated to energy research and a research program in energy-efficient computing.",
832,The Future of HPC and AI,"In recent years, the world of HPC has seen two challenges. One is the end of Moore's law, the other is the impact of AI. Both will change the world of HPC as we know it. In this paper, we explore the state of HCP and AI. Looking into AI, we investigate issues of sustainability, scalability and performance. We touch on issues of precision that are relevant for classical simulations but not for AI. Given the end of Moore's law we look into new architectures that might help to continue the path of HPC. Showing a common path for HPC and AI, we present a concept which we call ``Digital Convergence'', bringing together HPC and AI to solve real-world problems. We finally present a number of real-world problems that can benefit from the concept of Digital Convergence.",
835,"Energy Performance, Carbon Footprint and Hardware Efficiency of Blockchain Networks","High Performance Computing (HPC) plays a critical role in supporting the computationally intensive tasks of blockchain technologies, such as consensus algorithms, data processing, and validation. However, the growing adoption of blockchain has raised concerns regarding the substantial energy consumption and carbon footprint associated with HPC systems. This paper investigates the energy efficiency and environmental impact of HPC in blockchain applications, with a focus on hardware and associated hashing algorithms for mining. We analyze power consumption and carbon emissions from computational devices such as Central Processing Units (CPUs), Graphics Processing Units (GPUs), Field-Programmable Gate Arrays (FPGAs), and Application-Specific Integrated Circuits (ASICs), particularly in cryptocurrency mining and decentralized applications. Additionally, we assess the environmental implications of different consensus algorithms, providing a comprehensive understanding of their energy demands and carbon emissions. Our findings offer valuable insights into blockchain sustainability, encouraging the adoption of more energy-efficient and environmentally conscious practices in the industry.",
836,A Green Cloud-Based Framework for Energy-Efficient Task Scheduling Using Carbon Intensity Data for Heterogeneous Cloud Servers,"Managing modern data centre operations is increasingly complex due to rising workloads and numerous interdependent components. Organizations that still rely on outdated, manual data management methods face a heightened risk of human error and struggle to adapt quickly to shifting demands. This inefficiency leads to excessive energy consumption and higher CO2 emissions in cloud data centres. To address these challenges, integrating advanced automation within Infrastructure as a Service (IaaS) has become essential for IT industries, representing a significant step in the ongoing transformation of cloud computing. For data centres aiming to enhance efficiency and reduce their carbon footprint, intelligent automation provides tangible benefits, including optimized resource allocation, dynamic workload balancing, and lower operational costs. As computing resources remain energy-intensive, the growing demand for AI and ML workloads is expected to surge by 160\% by 2030 (Goldman Sachs). This heightened focus on energy efficiency has driven the need for advanced scheduling systems that reduce carbon emissions and operational expenses. This study introduces a deployable cloud-based framework that incorporates real-time carbon intensity data into energy-intensive task scheduling. By utilizing AWS services, the proposed algorithm dynamically adjusts high-energy workloads based on regional carbon intensity fluctuations, using both historical and real-time analytics. This approach enables cloud service providers and enterprises to minimize environmental impact without sacrificing performance. Designed for seamless integration with existing cloud infrastructures--including AWS, Google Cloud, and Azure--this scalable solution utilizes Kubernetes-based scheduling and containerized workloads for intelligent resource management. By combining automation, real-time analytics, and cloud-native technologies, the framework significantly enhances energy efficiency compared to traditional scheduling methods. Moreover, the proposed system aligns with key United Nations Sustainable Development Goals (SDGs), including climate action (SDG 13), clean energy (SDG 7), sustainable urban development (SDG 11), and infrastructure innovation (SDG 9). By promoting energy-efficient cloud computing, this research supports a more sustainable, cost-effective digital ecosystem that meets the growing demands of high-performance computing and AI-driven workloads.",
838,Sustainable-HPC: toward Digital Twin for active management of self-cooled data centers with Renewable Energy Sources and waste heat recovery,"High-performance computing (HPC) data centers are key for advancing research and industry, but their high energy consumption and environmental impact pose critical sustainability challenges. Few HPC centers currently use renewable energy sources, particularly hydrogen-based storage, or integrate waste heat reuse. Recently, Digital Twins (DTs) are proving crucial for advancing sustainable HPC centers, enabling the integration of advanced monitoring and energy optimization with renewable energy sources. They simulate operations, predict maintenance needs, balance workloads, and support renewable integration for enhanced efficiency. The paper first reviews current practices, focusing on the potential of DTs to improve HPC sustainability by dynamically managing resources and optimizing systems, including cooling, power distribution, and load balancing. Then, it illustrates the University of Turin's Sustainable HPC4AI (S-HPC4AI) project, which aims to develop a low impact HPC center to support Artificial Intelligence (AI) research across diverse scientific fields. The facility will feature renewable energy sources, advanced self-cooling, and waste heat recovery, setting a benchmark for energy-efficient, low-carbon HPC infrastructure. Central to the project is the integration of hydrogen and solar energy, with photovoltaic systems providing clean power and hydrogen fuel cells serving as reliable backup sources, reducing reliance on fossil fuels. Waste heat can be transformed into a productive resource for a local automated phenotyping system, reducing energy consumption and environmental impact on the overall. Furthermore, a DT will be developed, integrating BIM with sensors data about performance, resource usage and operating conditions, enabling real-time monitoring and predictive analytics for managing power, cooling, and energy resources. The potential and challenges of the S-HPC4AI model are discussed, suggesting possible solutions.",
845,Transforming Energy Through Computational Excellence: A View From NREL,,
848,Job Scheduler-Driven Power Gateway for High Performance Computing,"Power gateways in the form of a microgrid can incorporate multiple distributed energy resources (DER) in either grid forming or grid following mode and support high performance computing (HPC) power profiles including the large load-follow requirements observed in multi-user HPC systems. The microgrid's flexibility to operate in either grid forming or grid following mode and to actively switch between these modes enables baseline power from multiple non-baseline DER while maintaining high power quality metrics for the HPC system. But this enormous flexibility in demand response and time of use shifting is generally programmed independently of any integration with an HPC job scheduler, which can better inform the load shaping by the microgrid. While there are many existing approaches where the HPC job scheduler takes in information from the grid to make queue scheduling decisions, this work takes the opposite view and explores three strategies where the forecast of jobs in the queue can change the settings of the grid. Three strategies are tested where the forecast of jobs in the queue adjusts the settings of a microgrid designed for a datacenter, in this case with three classes of HPC architectures. The strategies are demonstrated using a microgrid with 64 kW of solar capacity and 320 kWh of battery over a period of 21 days operating with significant load-follow swings, a throttled grid, cloudy conditions, switching between grid following and grid forming modes, and a wide range of battery states-of-charge, all while maintaining high quality power metrics. The strategies presented provide a mechanism for the forecast of jobs in the queue to influence and adjust the settings of a microgrid and to improve HPC power outcomes such as maximizing renewable energy usage.",
850,Assessing Processor Sustainability Using the First-Order FOCAL Carbon Model,"To overcome the inherent data uncertainty regarding the sustainability of computing devices in general and processors in particular, this article proposes the parameterized First-Order analytical CArbon modeL (FOCAL) to assess processor sustainability from first principles. FOCAL's normalized carbon footprint metric guides computer architects to holistically optimize chip area, energy, and power consumption to reduce a processor's environmental footprint. We use FOCAL to analyze and categorize a broad set of archetypal processor mechanisms into strongly, weakly, or less sustainable design choices, providing insight and intuition into how to reduce a processor's environmental footprint with implications to both hardware and software. A case study illustrates a pathway for designing strongly sustainable multicore processors delivering high performance while at the same time reducing their environmental footprint.",
851,Sustainable Grid through Distributed Data Centers : Spinning AI Demand for Grid Stabilization and Optimization,"We propose a disruptive paradigm to actively place and schedule TWhrs of parallel AI jobs strategically on the grid, at distributed, grid-aware high performance compute data centers (HPC) capable of using their massive power and energy load to stabilize the grid while reducing grid build-out requirements, maximizing use of renewable energy, and reducing Green House Gas (GHG) emissions. Our approach will enable the creation of new, value adding markets for spinning compute demand, providing market based incentives that will drive the joint optimization of energy and learning.",
898,Carbon-Aware Server Replacement,"Cloud computing contributes significantly to the global carbon emissions. Server management, including server replacement policies heavily influences the carbon footprint of cloud computing. While periodically replacing servers with newer hardware enhances energy efficiency, in turn reducing the operational carbon emissions from running servers, it also increases the embodied carbon footprint associated with server manufacturing. We propose an analytical model to determine the optimal server replacement frequency to reduce the overall datacenter carbon footprint, encompassing both embodied and operational carbon. Using our model, we perform a case study to analyze the impact prolonged server lifetime has on the net carbon footprint of a high performance computing cluster.",
908,Reducing Digital $\textCO_2$ Footprint in IT Systems Using Temporal Difference Learning for Energy-Aware Scheduling,"Optimizing resource allocation is critical for reducing power consumption and minimizing carbon emissions in high-performance computing environments. This research presents a Deep-Q-Network based Reinforcement Learning DQNAgent to enhance decision-making in CPU/GPU allocation, and workload allocation. For better decision making, the proposed DQNAgent follows an epsilon-greedy policy to balance exploration and exploitation. The agent is trained for 1000 episodes, keeping exploration rate ($\epsilon$) decreases from 1.0 (random action selection) to 0.01 (optimal policy execution), which enables the DQNAgent to make more informed decisions. The DQNAgent is trained on a CPU/GPU workstation. The experimental results clearly indicate that training the agent on a CPU-based system to learn an optimal policy to minimize emissions takes approximately 7 hours and 17 minutes, while utilizing a GPU workstation significantly reduces execution time to less than 2 minutes, thereby accelerating real-time decision-making. Results indicate that the proposed method effectively optimizes energy efficiency, reducing overall power consumption while maintaining computational performance. This research work paves way for leveraging Artificial Intelligence driven reinforcement learning for sustainable and intelligent computing systems.",
924,ROA: Energy and Environment Aware Task Scheduling in Cloud Computing,"Efficient task scheduling is a critical concern in cloud computing to ensure optimal resource utilization and sustainable operation. This paper introduces a novel Revolution Optimization Algorithm (ROA) for task scheduling in cloud environments, designed to minimize energy consumption, temperature variation, and carbon emissions. Inspired by socio-political revolutions, ROA incorporates a dynamic strategy that balances exploration and exploitation during the task-to-resource mapping process. The proposed approach is validated using the CloudSim simulator under realistic workload conditions based on the CEA-Curie workload, which reflects high-performance computing scenarios. Performance comparisons were conducted against traditional algorithms such as GA, PSO, and ACO. Experimental results demonstrate that ROA significantly reduces average energy consumption and thermal fluctuations while lowering the environmental impact measured in terms of carbon emissions. The adaptive learning mechanism within ROA enables rapid convergence to optimal solutions, even under fluctuating workloads and heterogeneous cloud resources. Compared to baseline models, ROA achieves an average improvement of 18.7\% in energy efficiency, 16.3\% reduction in temperature variation, and 20.5\% decrease in carbon emissions. These findings suggest that ROA is a promising, eco-efficient solution for sustainable task scheduling in modern cloud computing infrastructures.",
928,Toward a Metal Usage Effectiveness metric in Data Centers: A Study,"Through a detailed breakdown of the metals required to manufacture and interconnect IT components in a High-Performance Computing (HPC) supercomputer, we introduce a novel metric for evaluating its environmental impact: the Metal Usage Effectiveness (MUE). This metric is based on the abiotic depletion potential (ADP), an indicator of the non-renewable material consumption relative to remaining resources. We define this metric as the ADP (expressed in kg antimony equivalents) caused by the extraction of metals required to manufacture and interconnect IT components, divided by the supercomputer computing power (in FLOPS). The MUE, insightful on the supercomputer manufacturing cost relatively to its computing power, complements existing metrics mainly focused on the use phase cost, such as the Power Usage Effectiveness (PUE) or the Water Usage Effectiveness (WUE). It could be a first step toward a more complete Life Cycle Inventory (LCI) of supercomputers and, by extension, data centers. We provide models for estimating copper and gold content in compute hardware components and interconnects of an HPC supercomputer, and apply them to Frontier, the world's first exascale supercomputer.",
929,Sustainability Framework for Computing Element Design,"The semiconductor industry has revolutionized information and communication technologies by enabling unprecedented advancements in computing, communication, and automation. However, alongside this rapid progress, the escalating power consumption and resource demands of integrated circuits have raised critical sustainability concerns. Traditional evaluation figures of merit, such as Power, Performance, and Area (PPA), no longer appear to be sufficient enough to address the environmental impact of these designs. Hence, there is a need for an evaluation paradigm that can assess a design based on Power, Performance, Area, and Sustainability (PPAS). This research proposes a novel Sustainability Framework to allow designers to assess, benchmark, and choose the most efficient and environment-friendly architecture for their product development at the early design phase (i.e., `schematic' and `layout'). The proposed framework is applied on a wide variety of foundation cells to demonstrate it's wide applicability and agility. Foundation cells have been benchmarked and the impact of design choices on sustainability is presented based on different applications like IoT, Automotive, High-Performance Computing, and Portable Electronics.",
935,Design of an Immersion Cooling Data Centers System Based on Deep Hashing Networks,"The rapid growth of cloud computing, HPC, and AI has increased data center computing density, making traditional air-cooling inadequate for high-power servers. Immersion cooling, with better thermal conductivity and energy efficiency, is a promising alternative. However, current systems struggle with real-time data management and dynamic heat dissipation control, limiting adaptability to server thermal loads. This study introduces a Dual-Loss Optimized Deep Hashing Network for Immersion Cooling (DHN-IC), which efficiently processes high-dimensional data and optimizes heat dissipation by addressing hash discretization and semantic similarity loss. The DHN module enables real-time coolant flow adjustments, reducing Power Usage Effectiveness (PUE) and enhancing energy efficiency. Experimental results show DHN-IC improves data retrieval accuracy, reduces cooling energy consumption, and stabilizes server temperatures compared to traditional methods. This research provides insights into intelligent liquid cooling optimization, supporting energy-efficient, sustainable data center development.",
940,ColonyOS: A Meta-OS for Computing Continuums,"Increasing demands for low latency, cost efficiency, and digital sovereignty are driving organisations beyond centralised cloud models towards decentralised and hybrid computing environments. The Edge-to-Cloud computing continuum aims to unify edge and cloud infrastructures into a seamless execution environment, but achieving this remains complex in practice.ColonyOS is an open-source, ready-to-use meta-operating system that coordinates distributed workloads across diverse computing environments. ColonyOS separates coordination from execution using declarative, intent-based function specifications and a lightweight, broker-based architecture that provides OS-like abstractions. This paper outlines key properties of a meta-operating system and describes how these are realised in ColonyOS. The paper also presents practical experiences from two industrial deployments: real-time seismic monitoring at RockSigma AB and integration with EuroHPC supercomputers. These use cases demonstrate ColonyOS's capabilities in enabling resilient workload management and hybrid orchestration across HPC and Kubernetes environments. A referenced study on carbon-aware scheduling further illustrates how ColonyOS supports time-shifting of non-urgent workloads to reduce environmental impact. The paper concludes with a discussion of ColonyOS's architecture and future research directions.",
946,Multi-Objective Low-Carbon Scheduling Method for Data Centers Based on Ensemble Reinforcement Learning,"The explosive growth of GPU data centers is driven by the surging demand for machine learning, artificial intelligence, and high-performance computing applications, with the pressure on the power grid intensifying. Meanwhile, as renewable energy becomes more integrated into the grid, the carbon intensity of grid electricity varies at different times. This variability presents an opportunity for data centers to align their workloads with periods of high renewable energy generation and low carbon intensity, thereby reducing their operational carbon emissions. This paper proposes a multi-objective scheduling strategy to minimize carbon emissions and maximize quality of service (QoS) by identifying the Pareto front. The proposed strategy employs an integrated reinforcement learning model to dynamically integrate action strategies for multiple objectives. Results from a case study based on a real-world, large-scale data center illustrate the method's effectiveness. This effectiveness arises from its dual-objective job scheduling strategy, which simultaneously reduces carbon emissions from electricity consumption and maintains a high quality of service in data centers. The method aims to promote the low-carbon operation of data centers, provide decision support, and facilitate coordination between data centers and power systems in real-world applications.",
962,Liquid Cooling Optimization for Data Centers with Reinforcement Learning,"The growing energy demands of machine learning workloads require more sustainable data centers with reduced energy consumption and lower carbon footprints. Highperformance computing (HPC) and supercomputing data centers, which utilize liquid cooling for improved efficiency over traditional air cooling, stand to benefit significantly from advanced optimization strategies. In this study, we propose a novel Reinforcement Learning (RL) based approach to optimize liquid cooling systems (RL-LC). By applying RL at varying levels of granularity in cooling control, our method achieves over 20\% energy savings, delivering a more efficient and sustainable solution for data center management. Additionally, we introduce a flexible analytical model that supports simulations and digital twin applications, focusing on reducing energy consumption and carbon emissions. This work provides key advancements in liquid cooling technology, offering practical insights to mitigate the environmental impact of HPC operations.",
969,"Advancing Sustainable Semiconductor Innovations Through Simulation, Modeling, and Mentorship: Toward Energy-Efficient and Inclusive Semiconductor Futures","The rapid growth in high-performance computing and artificial intelligence (AI)-driven applications has intensified concerns about the environmental sustainability of semiconductor technologies. This article explores the critical impact of simulation and device modeling in enabling sustainable semiconductor innovations. It highlights how these tools facilitate design technology co-optimization (DTCO), reduce environmental impact, and drive energy-efficient integrated circuit (IC) design. Beyond technical solutions, the article emphasizes the importance of mentorship, diversity, and global collaboration in creating a sustainable and inclusive semiconductor ecosystem. By aligning with the United Nations Sustainable Development Goals (SDGs), the semiconductor industry can continue to innovate responsibly, balancing technology with planetary and societal well-being.",
979,Evaluating Code Portability for Carbon-Efficient RTM Computing,"As GPU architectures continue to diversify across high-performance computing (HPC) systems, ensuring code portability and minimizing environmental impact have become critical challenges. This paper investigates how different programming models affect the carbon-performance efficiency of a Reverse Time Migration (RTM) application, a key workload in geophysics. We provide twelve implementations of the RTM code using CUDA, HIP, Kokkos, RAJA, and OpenMP Target, and evaluate their behavior on eleven GPUs from NVIDIA and AMD. Our analysis covers execution time, energy consumption, and carbon footprint. Results show that HIP, when tuned per architectures and RAJA, achieve the highest code portability in terms of carbon-efficiency, reaching up to 93.7\% and 93.4\% efficiency across all platforms, respectively. Overall, while HIP and CUDA deliver peak performance and the lowest emissions when properly optimized, the gap between these native models and high-level abstractions such as RAJA and Kokkos is steadily narrowing, indicating growing potential for portable and sustainable HPC development.",
983,Efficient Filtering with BERT Embeddings for Researcher–Topic Affinity Prediction in HPC Pipelines,"Matching researchers to strategic topics is crucial for funding allocation and science policy, yet current solutions often depend on Large Language Models (LLMs), which are prohibitively costly in carbon emissions, especially in High-Performance Computing (HPC) environments. In this work, we formulate researcher-topic affinity prediction as a binary classification task (high vs. non-high) using a real-world dataset of 42,046 Portuguese theses and dissertations defended in Brazil in 2023. We evaluate three families of lightweight filtering mechanisms: (i) lexical baselines, (ii) cosine-similarity thresholding on BERT embeddings, and (iii) lightweight classifiers applied to pooled embeddings. Beyond accuracy, we explicitly account for environmental impact by measuring emissions (kg CO2) using CodeCarbon, which offers a carbon-aware evaluation of model efficiency. Results show that while lexical filters are nearly carbon-free but underperform, similarity thresholding provides modest improvements, and lightweight classifiers deliver the best trade-off in terms of performance. Our best model, Granite embeddings with K-Nearest Neighbors (KNN) and max pooling, achieves an F1-macro of 0.779 with only 0.00227 kg CO2, significantly outperforming baselines while keeping emissions negligible. These findings demonstrate that lightweight classifiers can act as effective pre-filters, routing only high-confidence cases to expensive LLMs, thereby reducing latency, cost, and emissions in HPC pipelines.",
984,Efficient Multi-Workload Execution for Sustainable GPU Performance,"Modern scientific research often relies on powerful computing systems that use graphics processing units (GPUs) to run complex applications. However, running these systems requires a large amount of energy, which contributes to carbon emissions and raises concerns about environmental impact. Given this scenario, we explore how sharing a single GPU between multiple applications can improve both performance and sustainability when running scientific workflows. We consider three execution strategies: running applications one after another, running two at the same time, and replacing finished tasks with new ones right away, using eighteen widely used scientific applications on three different GPUs (AMD MI250X, AMD RX 7900XT, and NVIDIA RTX 4090). To demonstrate that finding the best co-execution combination of applications improves resource efficiency, we use a mathematical approach based on linear programming to schedule which applications run together. Our results show that this approach can reduce total execution time by up to 47\% and lower carbon emissions by as much as 34\%, with minimal impact on the performance of individual applications. Additionally, when optimal combinations of parallel applications are used, the overall performance of a complete scientific workflow can improve by 36\%, while carbon emissions are reduced by 25\%.",
994,A Synergistic Deep Learning Optimization Framework for Energy-Efficient HPC Clusters,"The escalating energy consumption of HighPerformance Computing (HPC) facilities, driven by dataintensive applications like Large Language Models, poses a significant sustainability challenge. This paper addresses the critical need to align computational throughput with environmental responsibility. We propose a novel framework that uses a neural network autoencoder for task clustering, followed by a multi-objective optimization model to intelligently allocate tasks across a heterogeneous network of 92 HPC centers. While a single-minded focus on speed reduces makespan by $58.5 \%$ compared to a FIFO scheduler, it offers no energy savings. In contrast, our multi-objective approach reveals a Pareto front of optimal solutions, demonstrating that a minor $10 \%$ concession in makespan can yield a significant $25 \%$ reduction in energy consumption, which directly translates to a reduction in carbon emissions based on the regional energy mix. This provides a practical framework for operators to select a scheduling policy that aligns with both performance targets and sustainability goals.",
997,"Energy Consumption in Computing over the Decades: Trends, Efficiency, and Measurement Challenges","This study presents a historical and technical analysis of energy consumption in computing systems, tracing its evolution from the mid-20th century to the present. It examines the trajectory from the energy-intensive operation of early mainframes to the contemporary emphasis on energy-efficient data centres and software engineering practices. The emergence of energy metrics such as Power Usage Effectiveness (PUE), the adoption of virtualisation, and advances in cooling and workload management are discussed as critical responses to environmental pressures and operational demands. In parallel, the evolution of software, from low-level optimisation to modern green software engineering, has played a significant role in shaping the energy footprint of computational systems. The study also explores the positive feedback loop formed between hardware efficiency, sustainable software development, and the growing use of computing in climate science, highlighting how these interrelated domains contribute to broader sustainability goals. Current challenges in energy measurement, lifecycle assessment, and distributed computing environments are outlined, and future research directions are proposed. The findings underscore the importance of integrated strategies in addressing the complex relationship between computing and energy, with implications for both technological development and environmental stewardship.",
1023,Strategic Job Allocation Through Sensor Behavior Analysis Using Random Forest and XGBoost,"Data centers are essential in contemporary computing, yet they form a major contributor of carbon emission because of energy inefficiency. This paper discusses how machine learning algorithms (Random Forest and XGBoost) can be utilized in analyzing sensor metrics as one of the ways of making resource use more efficient. Regression and classification were performed on 20 racks, and sensor performance was quite variable in Rack 3 and 19. The Rack 3 had some of the sensors with high Rsquared values, and the sensors in Rack 19 had low R-squared values, and vice versa. In general, the accuracy of both models was similar, although it could be observed that the variation in sensor behavior in distinct racks was apparent. Such knowledge can be used to make intelligent decisions on the distribution of work and help make data centers sustainable. The future research direction will be to implement these models in simulation systems to enhance real-time decision making and decrease on the harmful impact on the environment.",
1027,Energy-Aware HPC Scheduling with LLM-Based Power Prediction,"As the increasing energy consumption of High-Performance Computing (HPC) systems places greater strain on electric grid infrastructure, operational strategies for load balancing become critically important. Energy-aware scheduling offers a promising solution by enabling HPC systems to function as actively managed loads within the energy grid. Despite extensive theoretical research on this strategy, practical implementations and real-system evaluations remain scarce. To bridge this gap, we introduce a systematic approach to developing, evaluating, and implementing energy-aware scheduling without modifications to Slurm's core scheduler. Our method includes a novel mechanism for per-job power prediction based on Large Language Model embeddings of enriched job scripts, coupled with a lightweight, deployable scheduling strategy. Our predictor reduces per-job power MAE by 15\% compared to the current state-of-the-art, and our simulated scheduler shifts 4.0 MWh onto on-site solar without throughput loss. These results demonstrate a clear and practical pathway to production deployment of energy-aware scheduling in HPC.",
1039,Enhanced Reliability of Large BGA Assemblies for AI Server and HPC Application,"Large ball-grid-array (BGA) packages for artificial intelligence (AI) servers and high-performance computing (HPC) systems face increasing reliability risks due to thermal cycling stress, driven by coefficient of thermal expansion (CTE) mismatch and package warpage. The traditional combination of SAC-305 BGA ball and SAC305 solder paste can no longer meet the increasingly stringent reliability requirements. This study evaluates the combined effect of advanced, reliability-enhanced BGA ball alloys: SACA (modified SAC405, containing $\sim 1 \textwt. \% \textBi$, doped with Ni) and SAC-B (modified SAC405, containing $\sim 3 \textwt. \% \textBi$, doped with Ni)) and five contrasting solder pastes: a ductile solder alloy, DFLT (melting temperature is $\sim 206^\circ \mathrmC$, reflowable above 210\textdegree C, selected for its lower reflow temperature to help reduce the warpage), three high-strength alloys (HR1, HR9 and HR12, all with melting temperatures close to SAC305, chosen for their enhanced reliability properties) and SAC305 on solder joint fatigue performance in a $65 \times 65 ~\textmm$ BGA assembly. Thermal cycling tests up to 800 cycles were performed, followed by dye-and-pry inspection and cross-section analysis to quantify crack initiation and propagation. Results show that solder paste selection strongly influences reliability. The SAC-B+DFLT combination exhibited the best performance, with the lowest cracked-joint counts and minimal crack length ratios, while SAC-A+SAC305 showed the highest damage severity. Analysis may indicate that In elements from DFLT lower reflow peak temperature down to $\sim 220 ^\circ \mathrmC$, slow down the cracking formation and control IMC growth. Although more investigation is still ongoing on the strengthening mechanism, this work provides practical insights into alloy-paste synergy for large BGA reliability and introduces a strategy that not only improves thermal fatigue resistance but also reduces warpage, energy consumption and carbon footprint through lower-temperature processing, offering a sustainable solution for next-generation AI and HPC applications.",
1049,Microgrid Architecture for AI Computing Facilities,"Hybrid microgrid architectures integrating solar photovoltaic (PV), wind turbines, and battery energy storage systems (BESS) can significantly enhance reliability and sustainability for AI computing facilities, whose energy demands are projected to reach 8\% of global electricity consumption by 2030 [1]. Multi-objective optimization algorithms such as NSGA-II and PSO demonstrate up to 99.6\% renewable energy coverage while optimizing energy allocation and efficiency through balanced resource integration [2] [3]. AI-based controls improve stability and reduce energy waste by 15–20\%, though cybersecurity and integration challenges remain concerns [4].This study presents a simulation-based methodology integrating the Vessim co-simulator and NREL's System Advisor Model (SAM) to evaluate PV–wind–BESS microgrids under AI workloads, using Perlmutter supercomputer data (1.62 MW average). Through multi-horizon optimization, the system achieves \geq95\% renewable coverage while reducing response time by 30.5\%, undershoot by 75.8\%, and steady-state error by 68.7\%. Real-world case studies, such as Microsoft's 100 MW RNG-fueled San Jose microgrid, validate the approach with improved energy reliability over traditional grid-dependent systems. These results demonstrate the feasibility of resilient, efficient power for AI facilities and highlight pathways toward hydrogen integration and scalable adoption.",
1054,Innovative Thermal Design: How Nature is Redefining Heat Management in Supercomputing,"The urgent need to properly manage thermal conditions of supercomputing systems has become increasingly important because of their rising complexity and performance levels. The three standard cooling techniques that use air cooling fans alongside liquid circuits along with elaborate refrigerant systems prevail yet fail to strike equilibrium between environmental sustainability and operational performance. The deployment of such conventional cooling methods consumes vast amounts of power and results in substantial operational expenses alongside environmental deterioration. A meaningful change has occurred through implementing nature-based cooling solutions during the past few years. Thermal load reduction and energy reduction become achievable through innovative utilization of environmental resources including cold air from outdoor temperatures, ocean water, underground temperatures and glacial environments by organizations today. Several real-life examples prove natural cooling methods effective for large-scale high-performance computing operations: Microsoft uses underwater facilities while Facebook operates in Arctic conditions and Google accesses ocean water for cooling. The study evaluates heat management evolution by studying standard cooling practices against nature-driven heat removal solutions. The research explores ways to use natural elements for improving thermal efficiency while simultaneously reducing operational costs toward creating sustainable computing systems. The paper demonstrates through quantitative assessment and concrete environmental applications that natural elements are effective solutions for supercomputing heat management.",
