id,title,abstract,lucas_decision,lucas_reason,victor_decision,victor_reason,victor_notes,final_decision,resolution
1205,"Thermal management in high performance computers by use of heat Pipes and vapor chambers, and the challenges of global warming and environment","The trend of the computer processors performance and power consumption has been increased significantly each year. Heat dissipation has been increased but in contrast the size of die on the processor has been reduced or remained the same size due to nano-size circuit technology and thus the heat flux is critically high. The extreme high performance processors heat flux can be over 100 W/cm2, which is likely 10 times higher than the surface of the household standard clothes iron. The intention of this paper is to provide insight into various thermal management solution using heat pipes and vapor chambers as heat transfer devices. This paper includes designs, data, and discussions of various fan sink air cooling designs showing how the design changes to push the limit of the air cooling capability. The utilization of the two-phase fluid phenomena to spread the heat was a key factor to be the leader of extending the air cooling limit capability for high performance computers. In addition to the thermal management for computers, in this paper also include consideration use of heat pipes to prevent global crisis of global warming and environmental impact by reducing green house gas emission. For example, use energy based cooling system such as heat pipes and cold storage system for partial cooling in the existing cooling system of data center can reduce the power electric assumption of the cooling system. Another example such as use of heat pipe to prevent icebergs and glaciers melting in Arctic ocean. Finally, the authors make recommendation what and which way we are going to develop for next generation of high power cooling chips, and our endeavor to use heat pipes in potential application to reduce global warming.",include,IC1,exclude,EC1,paper?,exclude,"artigo de discussão/recomendação sobre gerenciamento térmico, impactos ambientais tratados tangencialmente"
1318,Green-aware workload scheduling in geographically distributed data centers,"Renewable (or green) energy, such as solar or wind, has at least partially powered data centers to reduce the environmental impact of traditional energy sources (brown energy with high carbon footprint). In this paper, we propose a holistic workload scheduling algorithm to minimize the brown energy consumption across multiple geographically distributed data centers with renewable energy sources. While green energy supply for a single data center is intermittent due to daily/seasonal effects, our workload scheduling algorithm is aware of different amounts of green energy supply and dynamically schedules the workload across data centers. The scheduling decision adapts to workload and data center cooling dynamics. Our experiments with real workload traces demonstrate that our scheduling algorithm greatly reduces brown energy consumption by up to 40\% in comparison with other scheduling policies.",exclude,EC1,include,IC1,,exclude,foco em data centers geograficamente distribuídos
1341,Energy efficient computing- Green cloud computing,"Moving towards Cloud Computing, high performance computing usage of huge data center (DC) and huge cluster is increasing day by day and energy consumption by these DC and energy dissipation in environment by these DC is also rising day by day. The large amount of CO2 dissipation in environment has generated the necessity of Green computing (saving energy by recycling it and reusing it over a period of time and minimizing the wastage in terms of usage of resources). More processor chips generates more heat, more heat requires more cooling and cooling again generates heats and thus we come to a stage where we want to balance the system by getting the same computing speed at decreased energy consumption. In this paper we proposed different ideas towards green cloud computing approach.",exclude,EC1,include,IC1,,exclude,"discussão genérica de cloud/data centers, não específica de HPC"
1444,CO2-Aware Adaptation Strategies for Cloud Applications,"The increasing utilization of cloud resources raises several issues related to their environmental impact and, more in general, sustainability. Recently, most of the contributions have focused on energy efficiency achieved through a better physical and virtual resource management. The present paper considers instead the application level, extending the focus to the reduction of CO2 emissions related to the execution of applications. We aim to exploit adaptivity through the design of an Application Controller that, enacting the right adaptation strategy for a given context, allows the improvement of the trade off between QoS and CO2 emission reduction. The effectiveness of the approach has been shown running an HPC application in a federated cloud infrastructure.",exclude,EC1,include,IC2,,exclude,foco em adaptação de aplicações em cloud federada
1462,Zero-Carbon Cloud: A Volatile Resource for High-Performance Computing,"The growing deployment of renewable power generation creates a growing opportunity in ""stranded power"", power that is generated a close to zero-cost, but not usable by the power grid. We propose to use this stranded power to create a ""zero carbon"" high-performance computing resource, exploiting the batch computing model to exploit the volatile power efficiently.",exclude,EC1,include,IC1,,exclude,proposta conceitual curta sobre uso de energia stranded
1508,A practical approach to overcome glitches in achieving high performance computing,"For the past decades as Cloud Computing is becoming a major asset for small and medium scale companies which are competing with large companies either in the form of Infrastructure, Platform, Software, and out of many such aspects, computing is the main aspect. Solution for lots of computing techniques, either related to scientific, industrial or any other area, importance was given to carry out the concept of computing to get the desired results by High Performance Computing but the negative side of it, i.e. whether the computing tasks are leaving a positive carbon foot prints or not and what should be done to achieve these aspects which are being neglected, in this paper we have traced out the various approaches on following which not only gives the positive results related to Carbon foot prints but also if followed properly can lead to increase the efficiency of High Performance Computing.",exclude,EC1,include,IC1,,exclude,discussão superficial sem aprofundamento nos impactos ambientais
1586,SIM-Cumulus: An Academic Cloud for the Provisioning of Network-Simulation-as-a-Service (NSaaS),"Large-scale network simulations are resource and time intensive tasks due to a number of factors i.e., setup configuration, computation time, hardware, and energy cost. These factors ultimately force network researchers to scale-down the scope of experiments, either in terms of simulation entities involved or in abridging expected micro-level details. The Cloud technology facilitates researchers to address mentioned factors by the provisioning of pre-configured instances on shared infrastructure. In this paper, an academic Cloud architecture SIM-Cumulus targeting the research institutions is proposed. SIM-Cumulus provides the framework of virtual machine instances specifically configured for large-scale network simulations, with the aim of efficiency in terms of simulation execution time and energy cost. The performance of SIM-Cumulus is evaluated using large-scale wireless network simulations. Simulation results show that SIM-Cumulus is beneficial in three aspects i.e., 1) promotion of research within the domain of computer networks; 2) consumption of considerably fewer resources in terms of simulation elapsed time and usage cost; and 3) reduction of carbon emission leading toward sustainable IT development.",exclude,EC1,include,IC1,,exclude,"cloud acadêmica para simulação de rede, carbono mencionado tangencialmente"
1909,Towards Extreme and Sustainable Graph Processing for Urgent Societal Challenges in Europe,"The Graph-Massivizer project, funded by the Horizon Europe research and innovation program, researches and develops a high-performance, scalable, and sustainable platform for information processing and reasoning based on the massive graph (MG) representation of extreme data. It delivers a toolkit of five open-source software tools and FAIR graph datasets covering the sustainable lifecycle of processing extreme data as MGs. The tools focus on holistic usability (from extreme data ingestion and MG creation), automated intelligence (through analytics and reasoning), performance modelling, and environmental sustainability tradeoffs, supported by credible data-driven evidence across the computing continuum. The automated operation uses the emerging serverless computing paradigm for efficiency and event responsiveness. Thus, it supports experienced and novice stakeholders from a broad group of large and small organisations to capitalise on extreme data through MG programming and processing. Graph-Massivizer validates its innovation on four complementary use cases considering their extreme data properties and coverage of the three sustainability pillars (economy, society, and environment): sustainable green finance, global environment protection foresight, green AI for the sustainable automotive industry, and data centre digital twin for exascale computing. Graph-Massivizer promises 70\% more efficient analytics than AliGraph, and 30 \% improved energy awareness for extract, transform and load storage operations than Amazon Redshift. Furthermore, it aims to demonstrate a possible two-fold improvement in data centre energy efficiency and over 25 \% lower greenhouse gas emissions for basic graph operations.",exclude,EC1,include,IC1,,exclude,"plataforma de processamento de grafos, HPC como caso de uso"
1975,Sustainable Swarm Intelligence: Assessing Carbon-Aware Optimization in High-Performance AI Systems,"Carbon-aware AI demands clear links between algorithmic choices and verified emission outcomes. This study measures and steers the carbon footprint of swarm-based optimization in HPC by coupling a job-level Emission Impact Metric with sub-minute power and grid-intensity telemetry. Across 480 runs covering 41 algorithms, we report grams CO<sub>2</sub> per successful optimisation and an efficiency index (Formula presented.) (objective gain per kg CO<sub>2</sub>). Results show faster swarms achieve lower integral energy: Particle Swarm emits 24.9 g CO<sub>2</sub> per optimum versus 61.3 g for GridSearch on identical hardware; Whale and Cuckoo approach the best (Formula presented.) frontier, while L-SHADE exhibits front-loaded power spikes. Conservative scale factor schedules and moderate populations reduce emissions without degrading fitness; idle-node suppression further cuts leakage. Agreement between CodeCarbon, MLCO2, and vendor telemetry is within 1.8\%, supporting reproducibility. The framework offers auditable, runtime controls (throttle/hold/release) that embed carbon objectives without violating solution quality budgets. \textcopyright 2025 by the authors.",exclude,EC1,include,IC2,,exclude,"avalia algoritmos de otimização em HPC, não os impactos do HPC"
1980,AI-driven cooling technologies for high-performance data centres: state-of-the-art review and future directions,"The increasing computational demands of artificial intelligence (AI), high-performance computing (HPC), and hyperscale cloud platforms are placing significant thermal and energy pressures on data centre infrastructure. Traditional air-based cooling systems are increasingly inadequate for managing these loads, prompting a transition toward more efficient, scalable, and sustainable alternatives. This study presents a comprehensive, system-wide review of next-generation cooling technologies, including direct liquid cooling, immersion cooling, two-phase systems, spray and jet impingement cooling, and heat pipe-based solutions. Unlike previous reviews focused on component-level or single-technology evaluations, this study integrates technical performance, commercial readiness, and environmental impact across diverse deployment conditions. A detailed comparative framework synthesises thermal efficiency, scalability, and water usage across air, liquid, and hybrid systems. Special attention is given to commercially mature solutions such as RDHx and cold plate DLC, while the feasibility of emerging methods like AI-driven cooling, phase-change materials, and thermoelectric technologies is evaluated. The review further explores heat reuse potential and ESG-aligned design strategies critical to decarbonising digital infrastructure. By mapping trade-offs across performance, cost, and sustainability, this study offers actionable insights for data centre operators, designers, and policy stakeholders navigating the path to high-efficiency, AI-ready cooling. \textcopyright 2025 The Author(s)",exclude,EC1,include,IC2,,exclude,foco em resfriamento de data centers
2006,Large-scale HPC approaches and applications on highly distributed platforms,"The ever-increasing complexity of scientific and industrial challenges due to the enormous amount of data available nowadays requires advanced high-performance computing (HPC) solutions capable of processing and analyzing data efficiently on highly distributed platforms. Traditional centralized HPC systems frequently fall short of the demands of contemporary large-scale applications (e.g., large language models), prompting a move towards more flexible and scalable distributed computing environments. Furthermore, the growing emphasis on the environmental impact of large-scale computing has highlighted the need for sustainable computing practices that minimize energy consumption and carbon footprint. This special issue targets contributions that investigate both the challenges and the opportunities arising from this evolution. The accepted articles highlight enhancements in five key areas: (i) HPC in the cloud continuum, (ii) heterogeneous HPC architectures, performance tools, and programming models, (iii) parallel and distributed algorithms and applications, (iv) data management and storage systems, and (v) sustainable and energy-efficient HPC systems. In total, 29 submissions were received, and 20 papers were selected after a rigorous peer-review process. Collectively, these contributions provide a representative snapshot of current research efforts towards resilient, efficient, and sustainable HPC approaches and applications on highly distributed platforms. \textcopyright 2025 Elsevier B.V. All rights are reserved, including those for text and data mining, AI training, and similar technologies.",exclude,EC3,include,IC1,,exclude,editorial de special issue
2010,F-DATA: A Fugaku Workload Dataset for Job-centric Predictive Modelling in HPC Systems,"In the last decades, High Performance Computing (HPC) systems have accelerated scientific discoveries and innovations across different domains, from epidemic studies to climate science. For sustainable development of HPC systems, it is fundamental to address their environmental impact regarding carbon footprint emission and energy requirement, while ensuring high system throughput. Analyzing and predicting HPC job execution characteristics is instrumental in developing workload management strategies to simultaneously optimize the system throughput and minimize the environmental impact. However, model development for accurate predictions is hindered by lack of voluminous public datasets. In this paper, we present F-DATA, a public dataset containing the information of around 24 million jobs executed on Fugaku, the most powerful supercomputer during the data collection phase. The data contains an extensive set of features, allowing for a multitude of job characteristics prediction. The sensitive job data appears both in anonymized and irreversibly encoded versions. The encoding is based on a Natural Language Processing model and retains sensitive but useful job information for prediction purposes without violating privacy concerns. \textcopyright The Author(s) 2025.",exclude,EC1,include,IC1,,exclude,"paper de dataset, impactos ambientais apenas como motivação"
2123,Optimizing the Impact of Upgrading Computer Equipment,"Upgrading hardware platforms and infrastructure, such as personal computers, servers, or supercomputers, suffer from a tension when it comes to carbon neutrality. Increasing performances are an incentive for fast renewal, while manufacturing environmental costs urge us to extend as much as possible the lifetime of devices. Thus, carbon neutrality seems to be difficult to reach. In this article, we propose a theoretical model with an implementation available online. We study a refreshment of only the CPU and we try to answer quantitatively the question 'what is the optimal point for which we may tend to carbon neutrality'? Our approach tackles a model of the greenhouse gas emissions, the primary energy and the monetary cost of two parameters that vary country by country: the use of a microprocessor, and its fabrication. We investigated three different renewal scenarios comparing two and three CPU versions: (1) maintaining a constant workload capacity, (2) maintaining the amount of processor cores fixed, and (3) keeping the amount of microprocessors fixed. Our results suggest that the most efficient solution (i.e with the lowest impacts) is to replace the entire batch of CPUs with the newer batch as soon as possible, which backs up the idea that modular replacement of hardware components is worth studying to help optimizing the impacts of computer equipment in general. \textcopyright 2024 IEEE.",exclude,EC1,include,IC1,Não sei se tem a ver com HPC pelo abstract,exclude,"modelo genérico de substituição de CPUs, não específico de HPC"
2156,Societal Impacts of Scheduling in HPC and Datacenters,"Our objective within this chapter is to clarify the environmental impacts of HPC platforms and Data Centers. On the first side, these domains contribute significantly to carbon emissions. The total weight of both domains is increasing in absolute terms more rapidly than the gains in energy efficiency. Furthermore, the impact is not just on HPC applications or digital cloud services by themselves, but on the entire ecosystem enabled by digital technology today. On the other side, HPC is helping to reduce the overall environmental footprint in other sectors. Thus, we need to consider the trade-off between the benefits of applications and services and their environmental cost. This is a difficult task since digital technologies are most often hidden and then considered as virtual by the majority of people. In addition, this chapter shows how to develop good practices for energy-efficient architectures and softwares. In particular, we present lifecycle analyses, which make it possible to take everything into account in the carbon footprint, including materiality. One of the fundamental points in our study is to look beyond direct effects and to consider rebound effects when designing new services and applications. \textcopyright selection and editorial matter, Anne Benoit, Andrew A. Chien, and Yves Robert; individual; chapters, the contributors.",exclude,EC3,include,IC1,,exclude,"capítulo de livro, possível dificuldade de acesso"
2166,"Air-Cooled Chillers For Sustainable, High-Density Data Centers","The accelerated adoption of artificial intelligence (AI) has caused a surge in demand for data center capacity--growth projected to triple by 2030.<sup>1</sup> The complex workloads of AI-powered computing mean data centers are shifting toward high-performance compute (HPC) rack densities that often trend toward 50 kW per rack. To keep pace, data center owners must optimize available data hall space, creating higher-density facilities that carry a unique set of challenges when it comes to achieving operational performance and sustainability. This article examines how air-cooled magnetic bearing chillers can enhance energy efficiency, improve water usage effectiveness and support decarbonization in high-density data centers now and in the future. \textcopyright ASHRAE.",exclude,EC1,include,IC1,,exclude,foco em chillers para data centers de alta densidade
2194,Sustainability challenges in high-performance computing manufacturing addressing CO2emissions and energy consumption issues,"This study introduces ADCO, a hybrid model combining adaptive boosting regression (ADAR) with electric charged particles optimization (ECPO), designed to enhance predictive accuracy in modeling the environmental impact of high-performance computing (HPC) manufacturing. There is an environmental cost associated with the drive to develop HPC systems that are quicker and more potent, including increasing CO<sub>2</sub> emissions and energy use. Understanding and reducing HPC's environmental effect is essential as its demand rises. This work uses ADAR and light gradient boosting regression (LGBR) to examine energy usage and CO<sub>2</sub> emissions in HPC manufacturing. smell agent optimization (SAO) and electric charged particles optimization (ECPO) are employed for hyperparameter optimization to achieve high prediction accuracy and model convergence. The results show that the improved models work better and provide insightful information for cutting emissions and energy use in the HPC sector. These results support the creation of more ecologically friendly production methods in a rapidly evolving technological environment. ADCO excelled in predicting energy trends with Test RMSE 50.999 and R<sup>2</sup> 0.986, while ADA struggled, showing higher Test RMSE 79.882 and lower R<sup>2</sup> 0.964. The optimal input for forecasting energy consumption is derived from visualizations that focus on both energy consumption and CO<sub>2</sub> emissions, with cement identified as a key feature in each. \textcopyright 2026 Walter de Gruyter GmbH, Berlin/Boston.",exclude,EC3,include,IC2,,exclude,abstract inconsistente e possivelmente inacessível
2197,Energy Efficiency of a New Parallel PIC Code for Numerical Simulation of Plasma Dynamics in Open Trap,"The generation of energy-efficient parallel scientific codes became very important in the time of carbon footprint reduction. In this paper, we briefly present our latest particle-in-cell code with the results of a numerical simulation of plasma dynamics in an open trap. This code can be auto-vectorized by the Fortran compiler for Intel Xeon processors with AVX-512 instructions such as Intel Xeon Phi and the highest series of all generations of Intel Xeon Scalable processors. Efficient use of processor architecture is the main feature of an energy-efficient solution. We present a step-by-step methodology of energy consumption calculation using Intel hardware features and Intel VTune software. We also give an estimated value of carbon footprint with the impact of high-performance water cooled hardware. The Power Usage Effectiveness (PUE) in the case of high-performance water cooled hardware is equal to 1.03–1.05, and is up to 1.3 in the case of air-cooled systems. This means that power consumption of liquid cooled systems is lower than that air-cooled ones by up to 25\%. All these factors play an important role in the carbon footprint reduction problem. \textcopyright 2022 by the authors.",exclude,EC1,include,IC2,,exclude,"foco em otimização de código paralelo, impactos tratados tangencialmente"
2203,From HPC Datacenters to Grid-integrated AI Datacenters,"To provide understanding of the opportunities and challenges of datacenters, we describe the basic elements of a datacenter – including power distribution, cooling, and of course computing. We elucidate how these systems create opportunities for dynamic flexibility in capacity, the key element required for grid-integration, and the driving motivation for variable capacity scheduling. We discuss grid dynamics and how growing datacenter demand challenges the decarbonization of the grid with variable renewable generation. This leads to discussion of the important role that datacenters can play in both increasing grid power capacity and accelerating grid decarbonization, and what datacenters (and computation workloads) need to do to help society forward into a more sustainable future, combined with the growth of artificial intelligence. Finally, we discuss some implications for scheduling problems, and some interesting research directions. \textcopyright selection and editorial matter, Anne Benoit, Andrew A. Chien, and Yves Robert; individual; chapters, the contributors.",exclude,EC2,include,IC1,,exclude,foco em data centers integrados à rede elétrica
2321,Computility Planning for~Sustainable Supercomputing Centers,"With the surge in computationally intensive applications, supercomputing centers (SCs) must balance high-performance computing with sustainability amid dynamic energy markets and carbon policies. This paper presents the Cost-Effective Optimization Planning (CEOP) framework, which uses Mixed-Integer Linear Programming (MILP) to optimize long-term resource planning across distributed SCs. CEOP integrates time-variant electricity pricing, renewable energy availability, region-specific subsidies, and cross-regional data transmission into a unified model. Its multi-objective optimization minimizes operational costs, energy use, and carbon emissions while meeting service-level agreement (SLA) requirements, effectively balancing cost, sustainability, and performance. Simulations with real-world data show CEOP cuts annual operational costs by about 20\% compared to traditional approaches, providing SC operators with actionable strategies for sustainable, large-scale computing infrastructure. \textcopyright The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2026.",exclude,EC1,include,IC1,,exclude,foco em planejamento de custos em supercomputing centers
2492,Chasing Carbon: The Elusive Environmental Footprint of Computing,"Given recent algorithm, software, and hardware innovation, computing has enabled a plethora of new applications. As computing becomes increasingly ubiquitous, however, so does its environmental impact. This paper brings the issue to the attention of computer-systems researchers. Our analysis, built on industry-reported characterization, quantifies the environmental effects of computing in terms of carbon emissions. Broadly, carbon emissions have two sources: operational energy consumption, and hardware manufacturing and infrastructure. Although carbon emissions from the former are decreasing thanks to algorithmic, software, and hardware innovations that boost performance and power efficiency, the overall carbon footprint of computer systems continues to grow. This work quantifies the carbon output of computer systems to show that most emissions related to modern mobile and data-center equipment come from hardware manufacturing and infrastructure. We therefore outline future directions for minimizing the environmental impact of computing systems. \textcopyright 2021 IEEE.",exclude,EC1,include,IC2,,exclude,"escopo amplo em computação, não específico de HPC"
2503,Toward Sustainable and~Cost-Efficient HPC Systems: A Deep Reinforcement Learning Job Scheduling Approach,"Hybrid-powered High Performance Computing (HPC) centers can reduce both operational costs and carbon footprints by aligning job execution with renewable supply and time-varying electricity prices. However, existing Deep Reinforcement Learning (DRL) schedulers often neglect price signals, rely on synthetic energy traces, or conflate job selection and delay, limiting their real-world applicability. This work introduces a cost-aware, multi-action DRL framework that embeds a hybrid energy cost model into an HPC scheduling environment, enabling agents to incorporate dynamic price signals and renewable forecasts while decoupling job selection from execution delay. Evaluated on production-scale workload traces and measured renewable profiles, the proposed scheduler consistently reduces energy costs, improves renewable utilization, and maintains competitive job responsiveness compared with heuristic and learning-based baselines. These results demonstrate a practical path toward economically and environmentally sustainable HPC operations. \textcopyright The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2026.",include,IC1,exclude,EC2,,include,escalonamento DRL em HPC considerando energia renovável e pegada de carbono
2636,Preventing the Immense Increase in the Life-Cycle Energy and Carbon Footprints of LLM-Powered Intelligent Chatbots,"Intelligent chatbots powered by large language models (LLMs) have recently been sweeping the world, with potential for a wide variety of industrial applications. Global frontier technology companies are feverishly participating in LLM-powered chatbot design and development, providing several alternatives beyond the famous ChatGPT. However, training, fine-tuning, and updating such intelligent chatbots consume substantial amounts of electricity, resulting in significant carbon emissions. The research and development of all intelligent LLMs and software, hardware manufacturing (e.g., graphics processing units and supercomputers), related data/operations management, and material recycling supporting chatbot services are associated with carbon emissions to varying extents. Attention should therefore be paid to the entire life-cycle energy and carbon footprints of LLM-powered intelligent chatbots in both the present and future in order to mitigate their climate change impact. In this work, we clarify and highlight the energy consumption and carbon emission implications of eight main phases throughout the life cycle of the development of such intelligent chatbots. Based on a life-cycle and interaction analysis of these phases, we propose a system-level solution with three strategic pathways to optimize the management of this industry and mitigate the related footprints. While anticipating the enormous potential of this advanced technology and its products, we make an appeal for a rethinking of the mitigation pathways and strategies of the life-cycle energy usage and carbon emissions of the LLM-powered intelligent chatbot industry and a reshaping of their energy and environmental implications at this early stage of development. \textcopyright 2024 Chinese Academy of Engineering",exclude,EC1,include,IC1,,exclude,"foco em chatbots LLM, supercomputadores mencionados apenas como parte do ciclo"
2644,HiPPO-KAN-GNN: A Novel Graph Neural Networks-Based Extension to~Temporal Kolmogorov-Arnold Networks for~Multivariate Time Series Forecasting,"Time series forecasting faces challenges from non-stationarity, complex dependencies, and computational demands. Temporal Kolmogorov-Arnold Networks (TKANs) have emerged as a promising alternative to traditional deep learning models, leveraging learnable univariate functions for improved parameter efficiency and interpretability. However, a systematic comparison of TKAN variants is lacking. This paper presents the first comprehensive evaluation of state-of-the-art TKAN models, including TimeKAN, RMoK, and MT-KAN, across large-scale benchmark datasets. We identify a shared limitation in modeling inter-variable dependencies for multivariate forecasting and introduce HiPPO-KAN-GNN, a novel extension incorporating Graph Neural Networks to address this issue. Experiments on a high-performance computing cluster demonstrate consistent accuracy improvements with our model. Additionally, we conduct a sustainability analysis, measuring energy consumption and carbon footprint, offering critical insights for green AI deployment. This study provides a holistic view of TKANs' performance, scalability, and environmental impact, advancing both their practical application and sustainable machine learning research. \textcopyright The Author(s), under exclusive license to Springer Nature Switzerland AG 2026.",exclude,EC1,include,IC2,"Não está falando explicitamente de HPC, mas me parece algo complexo para não ser rodado em um HPC",exclude,"HPC como ferramenta para forecasting, não objeto de estudo"
2669,Comparison of flame propagation statistics extracted from direct numerical simulation based on simple and detailed chemistry--part 1: Fundamental flame turbulence interaction,"In the present study, flame propagation statistics from turbulent statistically planar pre-mixed flames obtained from simple and detailed chemistry, three-dimensional Direct Numerical Simulations, were evaluated and compared to each other. To this end, a new database was estab-lished encompassing five different conditions on the turbulent premixed combustion regime dia-gram, using nearly identical numerical methods and the same initial and boundary conditions. A detailed discussion of the advantages and limitations of both approaches is provided, including the difference in carbon footprint for establishing the database. It is shown that displacement speed statistics and their interrelation with curvature and tangential strain rate are in very good qualita-tive and reasonably good quantitative agreement between simple and detailed chemistry Direct Numerical Simulations. Hence, it is concluded that simple chemistry simulations should retain their importance for future combustion research, and the environmental impact of high-performance computing methods should be carefully chosen in relation to the goals to be achieved. \textcopyright 2021 by the authors. Licensee MDPI, Basel, Switzerland.",exclude,EC1,include,IC1,,exclude,"foco em simulação de combustão, HPC como infraestrutura"
2682,Data Centers and Water: Challenges and Solutions for Sustainable Cooling,"Data center operations require vast quantities of water, often in regions where access is limited. As data centers expand to meet the surging demands of artificial intelligence and high-performance computing, their water and energy use has become a pressing challenge. Data centers' water use results in potential ecological risks from discharge of heated water and elevated salinity. Innovative strategies can help data centers mitigate the negative effects they have on water supply and environmental health. \textcopyright 2025 American Water Works Association.",exclude,EC1,include,IC1,,exclude,foco em uso de água em data centers
2754,Green Algorithms: Quantifying the Carbon Footprint of Computation,"Climate change is profoundly affecting nearly all aspects of life on earth, including human societies, economies, and health. Various human activities are responsible for significant greenhouse gas (GHG) emissions, including data centers and other sources of large-scale computation. Although many important scientific milestones are achieved thanks to the development of high-performance computing, the resultant environmental impact is underappreciated. In this work, a methodological framework to estimate the carbon footprint of any computational task in a standardized and reliable way is presented and metrics to contextualize GHG emissions are defined. A freely available online tool, Green Algorithms (www.green-algorithms.org) is developed, which enables a user to estimate and report the carbon footprint of their computation. The tool easily integrates with computational processes as it requires minimal information and does not interfere with existing code, while also accounting for a broad range of hardware configurations. Finally, the GHG emissions of algorithms used for particle physics simulations, weather forecasts, and natural language processing are quantified. Taken together, this study develops a simple generalizable framework and freely available tool to quantify the carbon footprint of nearly any computation. Combined with recommendations to minimize unnecessary CO<sub>2</sub> emissions, the authors hope to raise awareness and facilitate greener computation. \textcopyright 2021 The Authors. Advanced Science published by Wiley-VCH GmbH",exclude,EC1,include,IC2,,exclude,"framework genérico para qualquer computação, não específico de HPC"
2778,Scalable Deep Learning for~Industry 4.0: Speedup with~Distributed Deep Learning and~Environmental Sustainability Considerations,"This paper presents a solution for leveraging High-Performance Computing (HPC) infrastructures, and investigates the integration of distributed deep learning (DDL) techniques~to address Industry 4.0 challenges across three distinct applications: intrusion detection with multi-layer perceptron, defect identification with convolutional neural networks, and predictive maintenance with recurrent neural network. Experimental results, underscore the scalability and efficiency of the proposed~DDL approach. Notably, computations are accelerated by up to 46 times. In addition to performance metrics, this research places significant emphasis on environmental sustainability. Detailed examination~of energy consumption patterns on the HPC infrastructure aims~to minimize the carbon footprint associated with deep learning processes. This dual focus on efficiency and sustainability positions the approach as a holistic and responsible solution~for Industry~4.0 applications. The practical insights enhance~the efficiency of deploying DDL in HPC infrastructure. Additionally, they highlight the significance of eco-friendly AI practices~for ethical and environmentally sustainable technological progress. \textcopyright The Author(s), under exclusive license to Springer Nature Switzerland AG 2024.",exclude,EC1,include,IC1,,exclude,"foco em DL distribuído para Indústria 4.0, HPC como infraestrutura"
2860,Environmental and economic costs behind LLMs,"Purpose: To discuss the economic and environmental implications of implementing large language models (LLMs) in radiology, highlighting both their transformative potential and the challenges they pose for equitable and sustainable adoption. Methods: Current trends in AI investment, infrastructure requirements, operational costs, and environmental impact associated with LLMs are analyzed, highlighting the specific challenges of integrating LLMs into radiological workflows, including data privacy, regulatory compliance, and cost barriers for healthcare institutions. The analysis also considers the costs of model validation, maintenance, and updates, as well as investments in system integration, staff training, and cybersecurity for clinical implementation. Results: LLMs have revolutionized natural language processing and offer promising applications in radiology, such as improved diagnostic support and workflow optimization. However, their deployment involves substantial financial and environmental costs. Training and operating these models require high-performance computing infrastructure, significant energy consumption, and large volumes of annotated data. Water usage and CO₂ emissions from data centers further raise sustainability concerns, while ongoing operational costs add to the financial burden. Subscription fees and per-query pricing may restrict access for smaller institutions, widening existing inequalities. Conclusion: While LLMs offer significant benefits for radiology, their high economic and environmental costs present challenges to widespread and equitable adoption. Responsible use, sustainable practices, and policy frameworks are essential to ensure that AI-driven innovations do not exacerbate existing disparities in healthcare access and quality. \textcopyright CARS 2026.",exclude,EC1,include,IC1,,exclude,foco em LLMs em radiologia
2937,Toward a GPU-enabled billionaire SVD in pyLOM,"We develop and implement an accelerated high-performance and open-source computing environment for model order reduction in fluid dynamics called pyLOM. It contains singular value decomposition-based algorithms implemented for massively parallel GPU architectures. The library is profiled in detail under the MareNostrum V supercomputer. The largest case has been computed under 20~s with 100 GPUs and consisted of a billion nodes by a thousand snapshots matrix. A hybrid CPU-GPU parallel randomized QR factorization has been found to be able to leverage such large matrices. The largest speedup factor of 83 has been found on the QR factorization, while the matrix–matrix multiplication has shown a speedup factor of about 2. Additionally, two examples of application are provided in the flow around a cylinder and the Windsor body, whose POD is computed under 3~s with 100 GPUs. This showcases the efficiency of GPUs, resulting in a 97\% reduction in energy to solution and a reduction of 0.11 kg of CO2 emissions. The scalability and efficiency achieved suggest that this framework can play a key role in reducing the energy demands and environmental impact of large-scale data analysis and model order reduction across a wide range of applications. \textcopyright The Author(s) 2026.",exclude,EC1,include,IC1,,exclude,"foco em aplicação de SVD em GPUs, não em impactos de HPC"
3053,"Cloud-computing approach for an environmental, social, and corporate governance focus in universities and businesses","There is an increasing demand for high-performance computing on geophysical exploration applications, which implies more carbon emissions due to higher energy consumption. Furthermore, there is increasing concern about the environmental and social impact that this can generate. We show how cloud computing can handle these challenges simultaneously and thereby assist business leaders in their decision-making. Cloud computing is a paradigm in which users rent computing capacity from providers on a pay-as-you-go basis, thereby reducing the carbon footprint by up to 88\%. It can run software for years uninterrupted using the same capital required to acquire and run on-premises infrastructure, even if such infrastructure has over a thousand graphics processing units. However, the managers must consider that challenges arise from using the cloud, such as trusting their data in a third-party server and expenses throughout the years, especially with storage. \textcopyright 2021 EAGE Publishing BV. All rights reserved.",exclude,EC1,include,IC1,Parece que sim?,exclude,foco em cloud computing para exploração geofísica
