paper_id,provider,decision,reason
2207,anthropic,include,IC1
2208,anthropic,exclude,EC1
2209,anthropic,exclude,EC1
2210,anthropic,exclude,EC1
2211,anthropic,exclude,EC1
2212,anthropic,exclude,EC1
2213,anthropic,exclude,EC1
2214,anthropic,exclude,EC1
2215,anthropic,exclude,EC1
2216,anthropic,exclude,EC1
2217,anthropic,exclude,EC1
2218,anthropic,exclude,EC1
2219,anthropic,exclude,EC1
2220,anthropic,exclude,EC1
2221,anthropic,exclude,EC1
2222,anthropic,include,IC1
2223,anthropic,exclude,EC1
2224,anthropic,exclude,EC1
2225,anthropic,exclude,EC1
2226,anthropic,exclude,EC1
2227,anthropic,exclude,EC3
2228,anthropic,exclude,EC1
2229,anthropic,exclude,EC1
2230,anthropic,exclude,EC1
2231,anthropic,exclude,EC1
2232,anthropic,exclude,EC1
2233,anthropic,exclude,EC1
2234,anthropic,include,IC1|IC2
2235,anthropic,exclude,EC1
2236,anthropic,exclude,EC1
2237,anthropic,exclude,EC1
2238,anthropic,exclude,EC1
2239,anthropic,exclude,EC1
2240,anthropic,exclude,EC1
2241,anthropic,exclude,EC1
2242,anthropic,exclude,EC1
2243,anthropic,exclude,EC1
2244,anthropic,exclude,EC1
2245,anthropic,exclude,EC1
2246,anthropic,exclude,EC1
2247,anthropic,exclude,EC1
2248,anthropic,exclude,EC1
2249,anthropic,exclude,EC1
2250,anthropic,exclude,EC1
2252,anthropic,exclude,EC1
2253,anthropic,include,IC2
2254,anthropic,exclude,EC1
2255,anthropic,exclude,EC1
2256,anthropic,include,IC2
2257,anthropic,exclude,EC1
2258,anthropic,exclude,EC1
2259,anthropic,exclude,EC1
2260,anthropic,exclude,EC1
2261,anthropic,exclude,EC1
2262,anthropic,exclude,EC1
2263,anthropic,exclude,EC1
2264,anthropic,exclude,EC1
2265,anthropic,exclude,EC1
2266,anthropic,exclude,EC1
2267,anthropic,include,IC1
2269,anthropic,exclude,EC1
2270,anthropic,exclude,EC1
2271,anthropic,exclude,EC1
2272,anthropic,include,doubt
2273,anthropic,exclude,EC1
2274,anthropic,include,IC1
2275,anthropic,exclude,EC1
2276,anthropic,exclude,EC1
2277,anthropic,exclude,EC1
2278,anthropic,include,IC1|IC2
2279,anthropic,exclude,EC1
2280,anthropic,exclude,EC1
2281,anthropic,exclude,EC1
2282,anthropic,exclude,EC1
2283,anthropic,exclude,EC1
2284,anthropic,exclude,EC1
2285,anthropic,exclude,EC1
2286,anthropic,exclude,EC1
2287,anthropic,exclude,EC1
2289,anthropic,exclude,EC1
2290,anthropic,exclude,EC1
2291,anthropic,exclude,EC1
2292,anthropic,exclude,EC1
2293,anthropic,include,doubt
2294,anthropic,exclude,EC1
2295,anthropic,exclude,EC1
2296,anthropic,exclude,EC1
2297,anthropic,exclude,EC1
2298,anthropic,exclude,EC1
2299,anthropic,exclude,EC1
2300,anthropic,exclude,EC1
2301,anthropic,exclude,EC1
2302,anthropic,exclude,EC1
2303,anthropic,exclude,EC2
2304,anthropic,exclude,EC1
2305,anthropic,exclude,EC2
2306,anthropic,exclude,EC1
2307,anthropic,exclude,EC1
2308,anthropic,include,IC1
2309,anthropic,exclude,EC1
2310,anthropic,exclude,EC1
2311,anthropic,exclude,EC1
2312,anthropic,exclude,EC1
2313,anthropic,exclude,EC1
2314,anthropic,exclude,EC1
2315,anthropic,exclude,EC1
2316,anthropic,exclude,EC1
2317,anthropic,exclude,EC1
2318,anthropic,exclude,EC1
2319,anthropic,exclude,EC1
2320,anthropic,exclude,EC1
2321,anthropic,include,IC1|IC2
2322,anthropic,exclude,EC1
2323,anthropic,include,doubt
2324,anthropic,exclude,EC1
2325,anthropic,exclude,EC1
2326,anthropic,exclude,EC1
2327,anthropic,exclude,EC1
2328,anthropic,exclude,EC1
2329,anthropic,include,IC1
2330,anthropic,exclude,EC1
2331,anthropic,exclude,EC1
2333,anthropic,exclude,EC1
2334,anthropic,exclude,EC1
2335,anthropic,exclude,EC1
2336,anthropic,exclude,EC1
2337,anthropic,include,IC1
2338,anthropic,exclude,EC1
2339,anthropic,exclude,EC1
2340,anthropic,exclude,EC1
2341,anthropic,exclude,EC1
2342,anthropic,exclude,EC1
2343,anthropic,exclude,EC1
2344,anthropic,exclude,EC1
2345,anthropic,exclude,EC1
2348,anthropic,exclude,EC1
2349,anthropic,exclude,EC1
2350,anthropic,exclude,EC1
2351,anthropic,exclude,EC1
2352,anthropic,exclude,EC1
2353,anthropic,exclude,EC1
2354,anthropic,exclude,EC1
2355,anthropic,exclude,EC1
2356,anthropic,exclude,EC1
2357,anthropic,exclude,EC1
2358,anthropic,exclude,EC1
2359,anthropic,exclude,EC1
2360,anthropic,exclude,EC1
2361,anthropic,exclude,EC1
2363,anthropic,exclude,EC1
2364,anthropic,exclude,EC1
2365,anthropic,exclude,EC1
2366,anthropic,exclude,EC1
2367,anthropic,exclude,EC1
2369,anthropic,exclude,EC1
2370,anthropic,exclude,EC1
2371,anthropic,exclude,EC1
2372,anthropic,exclude,EC1
2373,anthropic,exclude,EC1
2374,anthropic,exclude,EC1
2375,anthropic,exclude,EC1
2376,anthropic,include,doubt
2377,anthropic,exclude,EC1
2378,anthropic,exclude,EC1
2379,anthropic,exclude,EC1
2380,anthropic,exclude,EC1
2381,anthropic,exclude,EC1
2382,anthropic,exclude,EC1
2383,anthropic,include,IC1|IC2
2384,anthropic,exclude,EC1
2385,anthropic,exclude,EC1
2386,anthropic,exclude,EC1
2387,anthropic,exclude,EC1
2388,anthropic,exclude,EC1
2389,anthropic,exclude,EC1
2390,anthropic,exclude,EC1
2391,anthropic,exclude,EC1
2392,anthropic,exclude,EC1
2393,anthropic,exclude,EC1
2394,anthropic,exclude,EC1
2395,anthropic,exclude,EC1
2396,anthropic,exclude,EC1
2397,anthropic,include,IC1
2398,anthropic,exclude,EC1
2399,anthropic,exclude,EC1
2400,anthropic,exclude,EC1
2401,anthropic,exclude,EC1
2402,anthropic,exclude,EC1
2403,anthropic,exclude,EC1
2404,anthropic,exclude,EC1
2405,anthropic,include,doubt
2406,anthropic,exclude,EC1
2407,anthropic,exclude,EC1
2408,anthropic,exclude,EC1
2409,anthropic,exclude,EC1
2410,anthropic,exclude,EC1
2411,anthropic,exclude,EC1
2412,anthropic,exclude,EC1
2413,anthropic,exclude,EC1
2414,anthropic,exclude,EC2
2415,anthropic,exclude,EC1
2416,anthropic,exclude,EC1
2417,anthropic,exclude,EC1
2418,anthropic,exclude,EC1
2419,anthropic,exclude,EC1
2420,anthropic,exclude,EC1
2421,anthropic,exclude,EC1
2423,anthropic,exclude,EC1
2425,anthropic,exclude,EC1
2426,anthropic,exclude,EC1
2427,anthropic,exclude,EC1
2428,anthropic,exclude,EC1
2429,anthropic,exclude,EC1
2430,anthropic,exclude,EC1
2431,anthropic,exclude,EC1
2432,anthropic,exclude,EC1
2433,anthropic,exclude,EC1
2434,anthropic,exclude,EC1
2435,anthropic,include,IC1
2436,anthropic,exclude,EC1
2437,anthropic,exclude,EC1
2439,anthropic,exclude,EC1
2440,anthropic,exclude,EC1
2441,anthropic,exclude,EC1
2442,anthropic,exclude,EC1
2443,anthropic,exclude,EC1
2444,anthropic,exclude,EC1
2445,anthropic,exclude,EC1
2446,anthropic,exclude,EC1
2447,anthropic,exclude,EC1
2448,anthropic,exclude,EC1
2449,anthropic,exclude,EC1
2450,anthropic,exclude,EC1
2451,anthropic,exclude,EC1
2452,anthropic,include,doubt
2453,anthropic,exclude,EC1
2454,anthropic,exclude,EC1
2455,anthropic,exclude,EC1
2456,anthropic,exclude,EC1
2457,anthropic,exclude,EC1
2458,anthropic,exclude,EC1
2459,anthropic,exclude,EC1
2460,anthropic,exclude,EC1
2461,anthropic,exclude,EC1
2462,anthropic,include,IC1|IC2
2463,anthropic,exclude,EC1
2464,anthropic,exclude,EC1
2465,anthropic,exclude,EC1
2466,anthropic,exclude,EC1
2467,anthropic,exclude,EC1
2468,anthropic,exclude,EC1
2469,anthropic,exclude,EC1
2470,anthropic,exclude,EC1
2471,anthropic,exclude,EC1
2472,anthropic,exclude,EC1
2473,anthropic,exclude,EC1
2474,anthropic,exclude,EC1
2475,anthropic,exclude,EC1
2476,anthropic,exclude,EC1
2477,anthropic,exclude,EC1
2478,anthropic,exclude,EC1
2479,anthropic,exclude,EC1
2480,anthropic,exclude,EC1
2481,anthropic,exclude,EC1
2482,anthropic,exclude,EC1
2483,anthropic,exclude,EC1
2484,anthropic,exclude,EC1
2485,anthropic,exclude,EC1
2486,anthropic,exclude,EC1
2487,anthropic,exclude,EC1
2489,anthropic,exclude,EC1
2490,anthropic,exclude,EC1
2491,anthropic,exclude,EC3
2492,anthropic,include,IC1
2493,anthropic,exclude,EC2
2494,anthropic,exclude,EC1
2495,anthropic,exclude,EC1
2496,anthropic,exclude,EC1
2497,anthropic,exclude,EC1
2498,anthropic,exclude,EC1
2499,anthropic,exclude,EC1
2500,anthropic,exclude,EC1
2501,anthropic,exclude,EC1
2502,anthropic,exclude,EC1
2503,anthropic,include,IC1|IC2
2504,anthropic,exclude,EC1
2505,anthropic,exclude,EC1
2506,anthropic,exclude,EC1
2508,anthropic,exclude,EC1
2509,anthropic,exclude,EC1
2510,anthropic,include,IC1
2511,anthropic,exclude,EC1
2512,anthropic,exclude,EC1
2513,anthropic,exclude,EC1
2514,anthropic,exclude,EC1
2515,anthropic,exclude,EC1
2516,anthropic,exclude,EC1
2517,anthropic,exclude,EC1
2518,anthropic,exclude,EC1
2519,anthropic,exclude,EC1
2520,anthropic,include,IC1
2521,anthropic,include,IC1
2522,anthropic,exclude,EC1
2525,anthropic,exclude,EC1
2526,anthropic,exclude,EC1
2527,anthropic,exclude,EC1
2528,anthropic,exclude,EC1
2529,anthropic,exclude,EC1
2530,anthropic,exclude,EC1
2531,anthropic,exclude,EC1
2532,anthropic,exclude,EC1
2533,anthropic,exclude,EC1
2534,anthropic,exclude,EC1
2535,anthropic,exclude,EC1
2536,anthropic,exclude,EC1
2537,anthropic,exclude,EC1
2538,anthropic,exclude,EC1
2540,anthropic,exclude,EC1
2541,anthropic,exclude,EC1
2542,anthropic,exclude,EC1
2543,anthropic,exclude,EC1
2544,anthropic,exclude,EC2
2545,anthropic,exclude,EC1
2546,anthropic,exclude,EC1
2547,anthropic,exclude,EC1
2548,anthropic,exclude,EC1
2549,anthropic,exclude,EC1
2550,anthropic,exclude,EC1
2551,anthropic,exclude,EC1
2552,anthropic,exclude,EC1
2553,anthropic,exclude,EC1
2554,anthropic,include,IC1
2555,anthropic,exclude,EC2
2556,anthropic,exclude,EC1
2557,anthropic,exclude,EC1
2558,anthropic,include,IC1|IC2
2559,anthropic,exclude,EC1
2560,anthropic,exclude,EC1
2561,anthropic,exclude,EC1
2562,anthropic,exclude,EC2
2563,anthropic,exclude,EC1
2565,anthropic,exclude,EC1
2566,anthropic,exclude,EC1
2567,anthropic,exclude,EC1
2568,anthropic,exclude,EC1
2569,anthropic,include,IC1
2570,anthropic,include,doubt
2571,anthropic,exclude,EC1
2572,anthropic,exclude,EC1
2573,anthropic,exclude,EC1
2574,anthropic,exclude,EC1
2575,anthropic,exclude,EC1
2576,anthropic,exclude,EC1
2577,anthropic,exclude,EC1
2579,anthropic,include,doubt
2580,anthropic,exclude,EC1
2581,anthropic,exclude,EC1
2582,anthropic,exclude,EC1
2583,anthropic,exclude,EC1
2584,anthropic,exclude,EC1
2585,anthropic,exclude,EC1
2586,anthropic,exclude,EC1
2587,anthropic,exclude,EC1
2588,anthropic,exclude,EC1
2589,anthropic,exclude,EC1
2591,anthropic,exclude,EC1
2592,anthropic,include,IC1
2593,anthropic,exclude,EC1
2594,anthropic,exclude,EC1
2595,anthropic,exclude,EC1
2596,anthropic,exclude,EC1
2597,anthropic,exclude,EC1
2598,anthropic,exclude,EC1
2599,anthropic,exclude,EC1
2600,anthropic,exclude,EC1
2601,anthropic,exclude,EC1
2602,anthropic,exclude,EC1
2603,anthropic,exclude,EC1
2604,anthropic,exclude,EC2
2605,anthropic,exclude,EC1
2606,anthropic,exclude,EC1
2607,anthropic,exclude,EC1
2608,anthropic,exclude,EC1
2609,anthropic,exclude,EC1
2610,anthropic,exclude,EC1
2611,anthropic,exclude,EC1
2612,anthropic,exclude,EC1
2613,anthropic,exclude,EC1
2614,anthropic,exclude,EC2
2616,anthropic,exclude,EC1
2617,anthropic,exclude,EC1
2618,anthropic,exclude,EC2
2619,anthropic,exclude,EC1
2620,anthropic,exclude,EC1
2621,anthropic,exclude,EC1
2622,anthropic,exclude,EC1
2623,anthropic,exclude,EC1
2624,anthropic,exclude,EC1
2625,anthropic,exclude,EC1
2626,anthropic,exclude,EC1
2627,anthropic,exclude,EC1
2628,anthropic,exclude,EC1
2629,anthropic,exclude,EC1
2630,anthropic,exclude,EC1
2631,anthropic,exclude,EC1
2633,anthropic,exclude,EC1
2634,anthropic,exclude,EC1
2635,anthropic,exclude,EC1
2636,anthropic,include,IC1
2637,anthropic,exclude,EC1
2638,anthropic,include,doubt
2639,anthropic,exclude,EC1
2640,anthropic,exclude,EC1
2641,anthropic,exclude,EC1
2642,anthropic,exclude,EC1
2643,anthropic,exclude,EC1
2644,anthropic,include,doubt
2645,anthropic,include,IC1
2646,anthropic,exclude,EC1
2647,anthropic,exclude,EC1
2648,anthropic,exclude,EC1
2649,anthropic,exclude,EC1
2650,anthropic,exclude,EC1
2651,anthropic,exclude,EC1
2652,anthropic,exclude,EC1
2653,anthropic,exclude,EC1
2654,anthropic,exclude,EC1
2655,anthropic,exclude,EC1
2656,anthropic,exclude,EC1
2657,anthropic,exclude,EC1
2658,anthropic,exclude,EC1
2660,anthropic,exclude,EC1
2661,anthropic,exclude,EC1
2662,anthropic,exclude,EC1
2663,anthropic,exclude,EC1
2664,anthropic,exclude,EC1
2665,anthropic,exclude,EC1
2666,anthropic,exclude,EC1
2667,anthropic,exclude,EC1
2668,anthropic,exclude,EC1
2669,anthropic,include,IC1
2670,anthropic,exclude,EC2
2671,anthropic,exclude,EC1
2672,anthropic,exclude,EC1
2673,anthropic,include,IC1
2674,anthropic,exclude,EC1
2675,anthropic,exclude,EC1
2676,anthropic,exclude,EC1
2677,anthropic,include,doubt
2678,anthropic,exclude,EC1
2680,anthropic,exclude,EC1
2681,anthropic,exclude,EC1
2682,anthropic,include,IC1
2683,anthropic,exclude,EC1
2684,anthropic,exclude,EC1
2685,anthropic,exclude,EC1
2686,anthropic,exclude,EC1
2688,anthropic,exclude,EC1
2689,anthropic,exclude,EC1
2690,anthropic,exclude,EC1
2691,anthropic,exclude,EC1
2692,anthropic,include,IC1|IC2
2693,anthropic,exclude,EC1
2694,anthropic,exclude,EC1
2695,anthropic,exclude,EC1
2696,anthropic,include,IC1
2697,anthropic,exclude,EC1
2698,anthropic,exclude,EC1
2699,anthropic,exclude,EC2
2700,anthropic,exclude,EC1
2701,anthropic,exclude,EC1
2702,anthropic,exclude,EC1
2703,anthropic,exclude,EC1
2704,anthropic,exclude,EC1
2705,anthropic,exclude,EC2
2706,anthropic,exclude,EC2
2707,anthropic,exclude,EC1
2708,anthropic,include,IC1
2709,anthropic,include,IC1|IC2
2710,anthropic,exclude,EC1
2711,anthropic,exclude,EC1
2712,anthropic,exclude,EC1
2713,anthropic,exclude,EC1
2714,anthropic,exclude,EC1
2715,anthropic,exclude,EC1
2716,anthropic,exclude,EC1
2717,anthropic,exclude,EC1
2718,anthropic,exclude,EC1
2719,anthropic,exclude,EC1
2720,anthropic,exclude,EC1
2721,anthropic,exclude,EC1
2722,anthropic,exclude,EC1
2723,anthropic,exclude,EC1
2724,anthropic,exclude,EC1
2725,anthropic,exclude,EC1
2726,anthropic,include,doubt
2727,anthropic,exclude,EC1
2728,anthropic,exclude,EC1
2729,anthropic,exclude,EC1
2730,anthropic,exclude,EC1
2731,anthropic,exclude,EC1
2732,anthropic,include,IC1|IC2
2733,anthropic,exclude,EC1
2734,anthropic,exclude,EC1
2735,anthropic,include,IC1
2736,anthropic,include,IC1|IC2
2737,anthropic,exclude,EC1
2738,anthropic,exclude,EC1
2739,anthropic,exclude,EC1
2740,anthropic,exclude,EC1
2741,anthropic,exclude,EC1
2742,anthropic,exclude,EC1
2743,anthropic,exclude,EC1
2744,anthropic,exclude,EC1
2745,anthropic,exclude,EC1
2746,anthropic,exclude,EC1
2747,anthropic,exclude,EC1
2748,anthropic,exclude,EC2
2749,anthropic,exclude,EC1
2750,anthropic,exclude,EC1
2751,anthropic,exclude,EC1
2752,anthropic,exclude,EC1
2753,anthropic,exclude,EC1
2754,anthropic,include,IC1|IC2
2755,anthropic,include,IC1
2756,anthropic,exclude,EC1
2757,anthropic,exclude,EC1
2758,anthropic,exclude,EC1
2759,anthropic,exclude,EC2
2760,anthropic,include,IC1
2761,anthropic,exclude,EC1
2762,anthropic,exclude,EC1
2763,anthropic,exclude,EC1
2764,anthropic,exclude,EC1
2765,anthropic,exclude,EC1
2766,anthropic,exclude,EC1
2767,anthropic,exclude,EC1
2768,anthropic,exclude,EC1
2769,anthropic,exclude,EC1
2770,anthropic,exclude,EC1
2771,anthropic,exclude,EC1
2772,anthropic,exclude,EC1
2774,anthropic,exclude,EC1
2775,anthropic,include,IC1|IC2
2776,anthropic,include,IC2
2777,anthropic,exclude,EC1
2778,anthropic,include,IC1|IC2
2779,anthropic,exclude,EC1
2781,anthropic,exclude,EC1
2782,anthropic,exclude,EC1
2783,anthropic,include,IC1
2784,anthropic,exclude,EC1
2785,anthropic,exclude,EC1
2786,anthropic,exclude,EC1
2787,anthropic,exclude,EC2
2788,anthropic,exclude,EC1
2789,anthropic,exclude,EC1
2790,anthropic,include,IC1
2792,anthropic,include,IC2|doubt
2793,anthropic,exclude,EC1
2794,anthropic,exclude,EC1
2795,anthropic,exclude,EC1
2796,anthropic,exclude,EC1
2797,anthropic,exclude,EC1
2798,anthropic,exclude,EC1
2799,anthropic,exclude,EC1
2800,anthropic,exclude,EC1
2801,anthropic,exclude,EC1
2802,anthropic,exclude,EC1
2803,anthropic,exclude,EC1
2804,anthropic,exclude,EC1
2805,anthropic,exclude,EC1
2806,anthropic,exclude,EC1
2807,anthropic,exclude,EC1
2808,anthropic,exclude,EC1
2809,anthropic,exclude,EC1
2810,anthropic,exclude,EC1
2811,anthropic,exclude,EC1
2812,anthropic,exclude,EC1
2813,anthropic,exclude,EC1
2814,anthropic,exclude,EC1
2815,anthropic,exclude,EC1
2816,anthropic,exclude,EC1
2817,anthropic,exclude,EC1
2818,anthropic,exclude,EC1
2819,anthropic,exclude,EC1
2820,anthropic,exclude,EC1
2821,anthropic,exclude,EC1
2823,anthropic,exclude,EC1
2824,anthropic,exclude,EC1
2825,anthropic,exclude,EC1
2826,anthropic,exclude,EC1
2827,anthropic,exclude,EC1
2828,anthropic,exclude,EC1
2830,anthropic,exclude,EC1
2832,anthropic,exclude,EC1
2833,anthropic,exclude,EC1
2834,anthropic,exclude,EC1
2835,anthropic,exclude,EC1
2836,anthropic,exclude,EC1
2837,anthropic,exclude,EC1
2838,anthropic,exclude,EC1
2839,anthropic,exclude,EC2
2840,anthropic,exclude,EC1
2841,anthropic,exclude,EC1
2842,anthropic,exclude,EC1
2843,anthropic,exclude,EC1
2844,anthropic,exclude,EC1
2845,anthropic,exclude,EC1
2846,anthropic,exclude,EC1
2847,anthropic,exclude,EC1
2848,anthropic,exclude,EC1
2849,anthropic,exclude,EC1
2850,anthropic,exclude,EC1
2851,anthropic,exclude,EC1
2852,anthropic,exclude,EC1
2853,anthropic,include,IC1
2854,anthropic,exclude,EC1
2855,anthropic,exclude,EC1
2856,anthropic,exclude,EC1
2857,anthropic,exclude,EC1
2858,anthropic,exclude,EC1
2859,anthropic,exclude,EC2
2860,anthropic,include,IC1
2861,anthropic,exclude,EC1
2862,anthropic,exclude,EC1
2863,anthropic,exclude,EC1
2864,anthropic,exclude,EC1
2866,anthropic,include,IC1
2867,anthropic,exclude,EC1
2868,anthropic,exclude,EC1
2869,anthropic,exclude,EC1
2870,anthropic,exclude,EC1
2872,anthropic,exclude,EC1
2873,anthropic,exclude,EC1
2874,anthropic,exclude,EC1
2876,anthropic,exclude,EC1
2877,anthropic,exclude,EC1
2878,anthropic,exclude,EC1
2879,anthropic,include,IC1|IC2
2880,anthropic,exclude,EC1
2881,anthropic,include,IC1|IC2
2882,anthropic,exclude,EC1
2883,anthropic,exclude,EC1
2884,anthropic,include,IC1
2885,anthropic,include,IC1
2886,anthropic,exclude,EC1
2887,anthropic,exclude,EC1
2888,anthropic,exclude,EC1
2889,anthropic,exclude,EC1
2890,anthropic,exclude,EC1
2891,anthropic,exclude,EC1
2892,anthropic,exclude,EC1
2893,anthropic,exclude,EC1
2894,anthropic,exclude,EC1
2895,anthropic,exclude,EC1
2896,anthropic,exclude,EC1
2897,anthropic,exclude,EC1
2898,anthropic,exclude,EC1
2899,anthropic,exclude,EC1
2900,anthropic,exclude,EC1
2901,anthropic,exclude,EC1
2902,anthropic,exclude,EC1
2903,anthropic,exclude,EC1
2904,anthropic,exclude,EC1
2905,anthropic,exclude,EC1
2906,anthropic,exclude,EC1
2907,anthropic,exclude,EC1
2909,anthropic,exclude,EC1
2910,anthropic,exclude,EC1
2911,anthropic,exclude,EC1
2912,anthropic,exclude,EC1
2914,anthropic,exclude,EC1
2915,anthropic,exclude,EC1
2916,anthropic,exclude,EC1
2917,anthropic,exclude,EC1
2918,anthropic,include,IC1
2919,anthropic,exclude,EC1
2920,anthropic,exclude,EC1
2921,anthropic,exclude,EC1
2922,anthropic,exclude,EC1
2923,anthropic,exclude,EC1
2924,anthropic,exclude,EC1
2925,anthropic,exclude,EC1
2926,anthropic,exclude,EC1
2927,anthropic,exclude,EC1
2928,anthropic,exclude,EC1
2929,anthropic,exclude,EC1
2930,anthropic,exclude,EC1
2931,anthropic,exclude,EC1
2932,anthropic,exclude,EC1
2934,anthropic,exclude,EC1
2935,anthropic,exclude,EC2
2936,anthropic,exclude,EC1
2937,anthropic,include,IC1
2938,anthropic,exclude,EC1
2939,anthropic,exclude,EC1
2940,anthropic,exclude,EC1
2941,anthropic,exclude,EC1
2942,anthropic,exclude,EC2
2943,anthropic,exclude,EC1
2944,anthropic,exclude,EC1
2945,anthropic,exclude,EC1
2946,anthropic,exclude,EC1
2947,anthropic,exclude,EC1
2948,anthropic,exclude,EC1
2949,anthropic,exclude,EC1
2950,anthropic,exclude,EC1
2951,anthropic,exclude,EC1
2952,anthropic,exclude,EC1
2953,anthropic,exclude,EC1
2954,anthropic,exclude,EC1
2955,anthropic,exclude,EC1
2956,anthropic,exclude,EC1
2958,anthropic,exclude,EC1
2959,anthropic,exclude,EC1
2960,anthropic,exclude,EC1
2961,anthropic,exclude,EC1
2962,anthropic,exclude,EC1
2963,anthropic,exclude,EC1
2964,anthropic,exclude,EC1
2965,anthropic,exclude,EC2
2966,anthropic,exclude,EC1
2967,anthropic,exclude,EC1
2968,anthropic,exclude,EC1
2969,anthropic,exclude,EC1
2970,anthropic,exclude,EC1
2971,anthropic,exclude,EC1
2972,anthropic,exclude,EC1
2973,anthropic,exclude,EC1
2974,anthropic,exclude,EC1
2975,anthropic,exclude,EC1
2976,anthropic,exclude,EC1
2977,anthropic,exclude,EC1
2978,anthropic,exclude,EC1
2979,anthropic,exclude,EC1
2980,anthropic,exclude,EC1
2983,anthropic,exclude,EC1
2984,anthropic,exclude,EC1
2985,anthropic,exclude,EC1
2986,anthropic,exclude,EC1
2987,anthropic,include,IC1
2988,anthropic,exclude,EC1
2989,anthropic,exclude,EC1
2990,anthropic,exclude,EC1
2991,anthropic,exclude,EC1
2992,anthropic,exclude,EC1
2993,anthropic,exclude,EC1
2994,anthropic,exclude,EC1
2995,anthropic,exclude,EC1
2996,anthropic,include,doubt
2997,anthropic,include,IC1
2998,anthropic,exclude,EC1
2999,anthropic,exclude,EC1
3000,anthropic,include,IC1
2003,anthropic,exclude,EC1
2010,anthropic,include,IC1
2028,anthropic,exclude,EC1
2040,anthropic,exclude,EC1
2102,anthropic,exclude,EC1
2109,anthropic,exclude,EC1
2110,anthropic,exclude,EC1
2147,anthropic,exclude,EC1
2151,anthropic,exclude,EC1
2158,anthropic,exclude,EC2
2167,anthropic,exclude,EC1
2169,anthropic,exclude,EC1
2181,anthropic,exclude,EC1
2193,anthropic,exclude,EC1
2251,anthropic,exclude,EC1
2268,anthropic,exclude,EC1
2288,anthropic,exclude,EC1
2332,anthropic,exclude,EC1
2346,anthropic,exclude,EC2
2347,anthropic,include,IC2
2362,anthropic,exclude,EC1
2368,anthropic,exclude,EC1
2422,anthropic,include,IC1
2424,anthropic,exclude,EC1
2438,anthropic,exclude,EC1
2488,anthropic,exclude,EC1
2507,anthropic,include,IC1
2523,anthropic,exclude,EC1
2524,anthropic,exclude,EC1
2539,anthropic,exclude,EC1
2564,anthropic,exclude,EC1
2578,anthropic,exclude,EC1
2590,anthropic,exclude,EC1
2615,anthropic,exclude,EC1
2632,anthropic,exclude,EC1
2659,anthropic,exclude,EC1
2679,anthropic,exclude,EC1
2687,anthropic,include,IC1|IC2
2773,anthropic,exclude,EC1
2780,anthropic,exclude,EC1
2791,anthropic,exclude,EC1
2822,anthropic,exclude,EC1
2829,anthropic,exclude,EC1
2831,anthropic,exclude,EC1
2865,anthropic,exclude,EC1
2871,anthropic,exclude,EC1
2875,anthropic,exclude,EC1
2908,anthropic,exclude,EC1
2913,anthropic,exclude,EC1
2933,anthropic,exclude,EC1
2957,anthropic,exclude,EC1
2981,anthropic,exclude,EC1
2982,anthropic,exclude,EC1
3001,anthropic,exclude,EC1
3002,anthropic,exclude,EC1
3003,anthropic,exclude,EC2
3004,anthropic,exclude,EC1
3005,anthropic,exclude,EC1
3006,anthropic,exclude,EC1
3007,anthropic,exclude,EC1
3008,anthropic,exclude,EC1
3009,anthropic,exclude,EC1
3010,anthropic,exclude,EC1
3011,anthropic,exclude,EC1
3012,anthropic,exclude,EC1
3013,anthropic,exclude,EC1
3014,anthropic,exclude,EC1
3015,anthropic,exclude,EC1
3016,anthropic,exclude,EC1
3017,anthropic,exclude,EC1
3018,anthropic,exclude,EC1
3019,anthropic,exclude,EC1
3020,anthropic,exclude,EC1
3021,anthropic,exclude,EC1
3022,anthropic,exclude,EC1
3023,anthropic,exclude,EC1
3024,anthropic,exclude,EC1
3025,anthropic,exclude,EC1
3026,anthropic,exclude,EC1
3027,anthropic,exclude,EC1
3028,anthropic,exclude,EC1
3029,anthropic,exclude,EC1
3030,anthropic,exclude,EC1
3031,anthropic,exclude,EC1
3032,anthropic,exclude,EC1
3033,anthropic,exclude,EC1
3034,anthropic,exclude,EC1
3035,anthropic,include,IC1
3036,anthropic,include,IC1|IC2
3037,anthropic,exclude,EC1
3038,anthropic,exclude,EC1
3039,anthropic,exclude,EC1
3040,anthropic,exclude,EC2
3041,anthropic,exclude,EC1
3042,anthropic,exclude,EC1
3043,anthropic,exclude,EC1
3044,anthropic,exclude,EC1
3045,anthropic,exclude,EC1
3046,anthropic,exclude,EC1
3047,anthropic,exclude,EC1
3048,anthropic,exclude,EC1
3049,anthropic,exclude,EC1
3050,anthropic,exclude,EC1
3051,anthropic,exclude,EC1
3052,anthropic,exclude,EC1
3053,anthropic,include,IC1
3054,anthropic,exclude,EC1
3055,anthropic,exclude,EC1
3056,anthropic,exclude,EC1
3057,anthropic,exclude,EC1
3058,anthropic,exclude,EC1
3059,anthropic,exclude,EC1
3060,anthropic,exclude,EC1
3061,anthropic,exclude,EC1
3062,anthropic,include,IC1|IC2
3063,anthropic,exclude,EC1
3064,anthropic,exclude,EC1
3065,anthropic,include,IC1
3066,anthropic,exclude,EC1
3067,anthropic,exclude,EC1
3068,anthropic,exclude,EC1
3069,anthropic,exclude,EC1
3070,anthropic,exclude,EC1
3071,anthropic,exclude,EC1
